facility_id,year,mechanism,facility_name,responsible_emitter,state,anzsic,baseline,covered_emissions,net_emissions,mymp_baseline,mymp_net_emissions,notes
F0081,2023-24,reformed,Hope Downs 4 Mine,Hamersley HMS Pty Ltd,WA,Metal ore mining (080),100000.0,119586.0,100000.0,,,-
F0082,2023-24,reformed,Hunter Valley Operations mine,HV OPERATIONS PTY LTD,NSW,Coal mining (060),491271.0,637147.0,491271.0,,,-
F0083,2023-24,reformed,HVY01 Hunter Valley Energy Coal - CCL Facility,Hunter Valley Energy Coal Pty Ltd,NSW,Coal mining (060),581285.0,594767.0,581285.0,,,-
F0084,2023-24,reformed,InfraBuild Steel Laverton Steel Mill,THE AUSTRALIAN STEEL COMPANY (OPERATIONS) PTY LTD,VIC,Basic ferrous metal manufacturing (211),112413.0,113721.0,112413.0,,,-
F0085,2023-24,reformed,Integra Underground Mine,HV Coking Coal Pty Limited,NSW,Coal mining (060),322546.0,396320.0,322546.0,,,-
F0086,2023-24,reformed,Iron Bridge Mine,IB Operations Pty Ltd,WA,Metal ore mining (080),100000.0,104560.0,100000.0,,,-
F0238,2023-24,reformed,Ironbark No. 1,FITZROY (CQ) PTY LTD,QLD,Coal mining (060),100000.0,146173.0,100000.0,,,Please refer to the excess emissions situation table for more information.
F0087,2023-24,reformed,Isaac Plains Complex,STANMORE RESOURCES LIMITED,QLD,Coal mining (060),167250.0,202682.0,167250.0,,,-
F0088,2023-24,reformed,Jax Mine,Jax Coal Pty Ltd,QLD,Coal mining (060),137609.0,133527.0,133527.0,,,-
F0089,2023-24,reformed,Jellinbah Mine,JELLINBAH MINING PTY LTD,QLD,Coal mining (060),321854.0,364464.0,321854.0,,,-
F0090,2023-24,reformed,JGN,Jemena Gas Networks (NSW) Ltd,NSW,Gas supply (270),340367.0,341152.0,340367.0,,,-
F0091,2023-24,reformed,Jimblebar Mine,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),302155.0,310615.0,302155.0,,,-
F0092,2023-24,reformed,Jundee Gold Mine,NORTHERN STAR RESOURCES LIMITED,WA,Metal ore mining (080),133307.0,144622.0,133307.0,,,-
F0094,2023-24,reformed,Kemerton Silicon Smelter,SIMCOA OPERATIONS PTY. LTD.,WA,Basic non-ferrous metal manufacturing (213),100000.0,95384.0,95384.0,,,The facility is an eligible facility under 58B.
F0239,2023-24,reformed,Kestrel Coal Pty Ltd,Kestrel Coal Group Pty Ltd,QLD,Coal mining (060),1035251.0,1223730.0,1035251.0,,,-
F0096,2023-24,reformed,King of the Hills,GREENSTONE RESOURCES (WA) PTY LTD,WA,Metal ore mining (080),176726.0,132475.0,132475.0,,,-
F0240,2023-24,reformed,Kogan Creek Mine,GOLDING CONTRACTORS PTY LTD,QLD,Coal mining (060),100000.0,100248.0,100000.0,,,-
F0241,2023-24,reformed,Koolyanobbing Iron Ore Operations,Yilgarn Iron Pty Ltd,WA,Metal ore mining (080),100000.0,82036.0,82036.0,,,The facility is an eligible facility under 58B.
F0098,2023-24,reformed,Kooragang Island,ORICA AUSTRALIA PTY LTD,NSW,Other basic chemical product manufacturing (189),913822.0,483071.0,483071.0,,,-
F0099,2023-24,reformed,Kwinana Alumina Refinery,Alcoa of Australia Limited,WA,Basic non-ferrous metal manufacturing (213),824523.0,915101.0,824523.0,,,-
F0100,2023-24,reformed,Kwinana Pigment Plant,Tronox Management Pty Ltd,WA,Basic chemical manufacturing (181),244804.0,285673.0,244804.0,,,-
F0101,2023-24,reformed,Lake Vermont Mine,THIESS PTY LTD,QLD,Coal mining (060),308609.0,289068.0,289068.0,,,-
F0102,2023-24,reformed,Leinster Power Station,TEC DESERT PTY LTD,WA,Electricity generation (261),128716.0,132927.0,128716.0,,,-
F0103,2023-24,reformed,Liberty Bell Bay,Liberty Bell Bay Pty Ltd,TAS,Basic ferrous metal manufacturing (211),204887.0,196125.0,196125.0,,,-
F0104,2023-24,reformed,Liberty Primary Steel Whyalla Steelworks,ONESTEEL MANUFACTURING PTY LIMITED,SA,Basic ferrous metal manufacturing (211),1026135.0,1191510.0,1191510.0,,,Please refer to the excess emissions situation table for more information.
F0106,2023-24,reformed,Mandalong Mine,CENTENNIAL MANDALONG PTY LIMITED,NSW,Coal mining (060),554933.0,742230.0,554933.0,,,-
F0107,2023-24,reformed,Mangoola,MANGOOLA COAL OPERATIONS PTY LIMITED,NSW,Coal mining (060),131234.0,122216.0,122216.0,,,-
F0108,2023-24,reformed,Marandoo Mine,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),109985.0,156177.0,109985.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0109,2023-24,reformed,Maules Creek Open Cut Mine,MAULES CREEK COAL PTY LTD,NSW,Coal mining (060),275001.0,286028.0,275001.0,,,-
F0110,2023-24,reformed,McArthur River Mine Operations,MCARTHUR RIVER MINING PTY. LTD.,NT,Metal ore mining (080),100000.0,101914.0,96310.0,,208064.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0111,2023-24,reformed,McArthur River Power Station,EDL NGD (NT) Pty Ltd,NT,Electricity generation (261),138562.0,153074.0,138562.0,,,-
F0242,2023-24,reformed,Mesa A Mine,Robe River Mining Co. Pty. Ltd.,WA,Metal ore mining (080),100000.0,60255.0,60255.0,,,The facility is an eligible facility under 58B.
F0243,2023-24,reformed,Mesa J / K Mine,Robe River Mining Co. Pty. Ltd.,WA,Metal ore mining (080),104837.0,65868.0,65868.0,,,The facility is an eligible facility under 58B.
F0112,2023-24,reformed,Metropolitan Colliery,METROPOLITAN COLLIERIES PTY. LTD.,NSW,Coal mining (060),587906.0,696752.0,587906.0,,,-
F0113,2023-24,reformed,Middlemount Coal Mine,Middlemount Coal Pty Ltd,QLD,Coal mining (060),232430.0,267919.0,232430.0,,,-
F0244,2023-24,reformed,Millicent Mill,Kimberly-Clark Australia Pty. Limited,SA,Converted paper product manufacturing (152),100000.0,100534.0,100000.0,,,-
F0245,2023-24,reformed,Mobil Altona Refinery,MOBIL OIL AUSTRALIA PTY LTD,VIC,Petroleum and coal product manufacturing (170),100000.0,344.0,344.0,,111270.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0114,2023-24,reformed,Montara Operations,JADESTONE ENERGY (EAGLE) PTY LTD,NT,Oil and gas extraction (070),132001.0,163472.0,132001.0,,,-
F0115,2023-24,reformed,Moolarben Coal Mine (Open Cut & Underground),MOOLARBEN COAL OPERATIONS PTY LTD,NSW,Coal mining (060),238272.0,233810.0,233810.0,,,"The responsible emitter was required to relinquish units, which they did via relinquishing 147 SMCs."
F0116,2023-24,reformed,Moomba Plant,Santos Limited,SA,Oil and gas extraction (070),2048421.0,2196816.0,2048421.0,,,-
F0117,2023-24,reformed,Moorvale Coal Mine,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,QLD,Coal mining (060),221575.0,194654.0,194654.0,,,-
F0246,2023-24,reformed,Moranbah,Incitec Pivot Limited,QLD,Other basic chemical product manufacturing (189),523641.0,460112.0,460112.0,,,-
F0119,2023-24,reformed,Moranbah North Mine,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,QLD,Coal mining (060),1300300.0,1483999.0,1300300.0,,,-
F0120,2023-24,reformed,Mount Isa Mines Copper and Zinc Operations,MOUNT ISA MINES LIMITED,QLD,Metal ore mining (080),328070.0,409936.0,328070.0,,,-
F0121,2023-24,reformed,Mount Pleasant Operations,MACH Energy Australia Pty Ltd,NSW,Coal mining (060),199238.0,196934.0,196934.0,,,-
F0122,2023-24,reformed,Mt Keith Power Station,TEC DESERT PTY LTD,WA,Electricity generation (261),160670.0,160073.0,160073.0,,511101.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0247,2023-24,reformed,Mt Marion Lithium Project,MT MARION LITHIUM PTY LTD,WA,Metal ore mining (080),100000.0,114220.0,100000.0,,,-
F0123,2023-24,reformed,Mt Owen Glendell Complex,MT OWEN PTY LIMITED,NSW,Coal mining (060),206337.0,265669.0,206337.0,,,-
F0124,2023-24,reformed,Multinet Principal Distribution Network and South Gippsland Pipeline,MULTINET GAS (DB NO. 2) PTY LTD,VIC,Gas supply (270),165214.0,169759.0,165214.0,,,-
F0125,2023-24,reformed,Murrin Murrin Operations,MURRIN MURRIN OPERATIONS PTY LTD,WA,Metal ore mining (080),478181.0,523774.0,478181.0,,,-
F0126,2023-24,reformed,Myuna Colliery,CENTENNIAL MYUNA PTY LIMITED,NSW,Coal mining (060),346793.0,191750.0,191750.0,,,-
F0127,2023-24,reformed,Narrabri Underground Mine,Narrabri Coal Operations Pty Ltd,NSW,Coal mining (060),383633.0,555048.0,383633.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0129,2023-24,reformed,Newman Operations,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),304376.0,316238.0,304376.0,,,-
F0130,2023-24,reformed,Newman Power Station,APA TRANSMISSION (ROY HILL) PTY LTD,WA,Electricity generation (261),544310.0,376230.0,429805.0,,,-
F0131,2023-24,reformed,Newmont Boddington Gold Operation,Newmont Boddington Pty Ltd,WA,Metal ore mining (080),183027.0,238348.0,183027.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0132,2023-24,reformed,Newmont Tanami Operation,Newmont Tanami Pty Ltd,NT,Metal ore mining (080),190869.0,200358.0,190869.0,,,-
F0133,2023-24,reformed,Ningaloo Vision FPSO,Santos Limited,WA,Oil and gas extraction (070),277840.0,226731.0,226731.0,,,-
F0134,2023-24,reformed,NKS01 Nickel West Kalgoorlie Facility,BHP NICKEL WEST PTY LTD,WA,Basic non-ferrous metal manufacturing (213),123249.0,105583.0,105583.0,,,-
F0135,2023-24,reformed,NKW01 Nickel West Kwinana Facility,BHP NICKEL WEST PTY LTD,WA,Basic non-ferrous metal manufacturing (213),122189.0,169074.0,88688.0,,417031.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0136,2023-24,reformed,NMK01 Nickel West Mt Keith Facility,BHP NICKEL WEST PTY LTD,WA,Metal ore mining (080),100000.0,200895.0,100000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0248,2023-24,reformed,Norske Skog Boyer Mill,Norske Skog Paper Mills (Australia) Limited,TAS,"Pulp, paper and paperboard manufacturing (151)",166962.0,171146.0,166962.0,,,-
F0138,2023-24,reformed,North West Shelf Project,Woodside Energy Ltd.,WA,Oil and gas extraction (070),5489531.0,6097509.0,5489527.0,,,-
F0249,2023-24,reformed,Norwich Park Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),100000.0,16978.0,16978.0,,,The facility is an eligible facility under 58B.
F0139,2023-24,reformed,Nowra Plant,Shoalhaven Starches Pty Ltd,NSW,Grain mill and cereal product manufacturing (116),448436.0,395916.0,395916.0,,,-
F0140,2023-24,reformed,Nyrstar Port Pirie Facility,Nyrstar Port Pirie Pty Ltd,SA,Basic non-ferrous metal manufacturing (213),441897.0,441897.0,441897.0,,,-
F0141,2023-24,reformed,Oaky Creek Coal Complex,OAKY CREEK HOLDINGS PTY LIMITED,QLD,Coal mining (060),759605.0,845959.0,759605.0,,,-
F0142,2023-24,reformed,ODS01 Olympic Dam – UOD Facility,BHP OLYMPIC DAM CORPORATION PTY LTD,SA,Metal ore mining (080),246875.0,244321.0,244321.0,,,-
F0143,2023-24,reformed,Olive Downs Complex,PEMBROKE RESOURCES NOMINEE PTY LTD,QLD,Coal mining (060),100000.0,155917.0,100000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0145,2023-24,reformed,Opal Australian Paper Maryvale Mill,PAPER AUSTRALIA PTY LTD,VIC,"Pulp, paper and paperboard manufacturing (151)",242779.0,235738.0,235738.0,,,-
F0146,2023-24,reformed,Orora Glass Plant Gawler,Orora Limited,SA,Glass and glass product manufacturing (201),185948.0,189646.0,185948.0,,,-
F0147,2023-24,reformed,Otway,BEACH ENERGY LIMITED,VIC,Oil and gas extraction (070),127568.0,157371.0,127568.0,,,-
F0148,2023-24,reformed,Pacific National National Transport Facility,PACIFIC NATIONAL PTY LTD,National,Rail freight transport (471),711831.0,770634.0,597885.0,,2282759.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0149,2023-24,reformed,Paraburdoo Mine,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),100000.0,163892.0,100000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0150,2023-24,reformed,Parkhurst Magnesia Manufacturing Plant,QMAG PTY LIMITED,QLD,Other non-metallic mineral product manufacturing (209),241996.0,242801.0,241996.0,,,-
F0151,2023-24,reformed,Peak Downs Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),371336.0,434812.0,371336.0,,,-
F0250,2023-24,reformed,Phosphate Hill,Incitec Pivot Limited,QLD,Fertiliser and pesticide manufacturing (183),397847.0,423015.0,397847.0,,,-
F0153,2023-24,reformed,Pilbara Rail Operations,PILBARA IRON PTY LTD,WA,Rail freight transport (471),611803.0,656025.0,611803.0,,,-
F0251,2023-24,reformed,Pilgangoora Operations,Pilbara Minerals Limited,WA,Metal ore mining (080),168656.0,180291.0,168656.0,,,-
F0155,2023-24,reformed,Pinjarra Alumina Refinery,Alcoa of Australia Limited,WA,Basic non-ferrous metal manufacturing (213),1417325.0,1347202.0,1347202.0,,,-
F0156,2023-24,reformed,Pluto LNG,Woodside Burrup Pty. Ltd.,WA,Oil and gas extraction (070),1918373.0,1845003.0,1845003.0,,,-
F0157,2023-24,reformed,Poitrel Mine,STANMORE RESOURCES LIMITED,QLD,Coal mining (060),215485.0,298489.0,215485.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0158,2023-24,reformed,Port Bonython Plant,Santos Limited,SA,Oil and gas extraction (070),100000.0,82939.0,82939.0,,,The facility is an eligible facility under 58B.
F0159,2023-24,reformed,Port Kembla Steelworks,BLUESCOPE STEEL (AIS) PTY. LTD.,NSW,Basic ferrous metal manufacturing (211),6176914.0,5946306.0,5946306.0,,,"The responsible emitter was required to relinquish units, which they did via relinquishing 1,480 SMCs."
F0160,2023-24,reformed,Port Latta Pelletising Plant,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,Basic ferrous product manufacturing (212),120185.0,112666.0,112666.0,,,-
F0161,2023-24,reformed,Portland Aluminium Smelter,Alcoa Portland Aluminium Proprietary Limited,VIC,Basic non-ferrous metal manufacturing (213),549273.0,620768.0,549273.0,,,-
F0162,2023-24,reformed,Premier Coal Mine (Open Cut),Premier Coal Pty Ltd,WA,Coal mining (060),100000.0,110312.0,100000.0,,,Please refer to the excess emissions situation table for more information.
F0163,2023-24,reformed,PRL03 Rail - IOR Facility,BHP IRON ORE PTY LTD,WA,Rail freight transport (471),526254.0,559502.0,526254.0,,,-
F0164,2023-24,reformed,Qantas Airways Limited National Transport Facility,Qantas Airways Limited,National,Air and space transport (490),4472910.0,4528002.0,4472910.0,,,-
F0165,2023-24,reformed,Qenos Altona Manufacturing,QENOS PTY LTD,VIC,Basic chemical manufacturing (181),211616.0,225217.0,211616.0,,,-
F0167,2023-24,reformed,QGC Upstream,QGC PTY LIMITED,QLD,Oil and gas extraction (070),915545.0,868117.0,868117.0,,,-
F0168,2023-24,reformed,Queensland Alumina Limited Refinery,QUEENSLAND ALUMINA LIMITED,QLD,Basic non-ferrous metal manufacturing (213),2770213.0,3094142.0,2770213.0,,,-
F0169,2023-24,reformed,Queensland Curtis LNG Plant,QCLNG Operating Company Pty Ltd,QLD,Oil and gas extraction (070),1866331.0,1938855.0,1866331.0,,,Please refer to the excess emissions situation table for more information.
F0170,2023-24,reformed,Queensland Nitrates Ammonium Nitrate Plant,Queensland Nitrates Pty Ltd,QLD,Basic chemical manufacturing (181),158556.0,156174.0,156174.0,,,-
F0171,2023-24,reformed,Rail,THE PILBARA INFRASTRUCTURE PTY LTD,WA,Rail freight transport (471),241706.0,254871.0,241706.0,,,-
F0172,2023-24,reformed,Railton,CEMENT AUSTRALIA (GOLIATH) PTY LIMITED,TAS,"Cement, lime, plaster and concrete product manufacturing (203)",983714.0,984395.0,983714.0,,,-
F0252,2023-24,reformed,Ranger Mine,ENERGY RESOURCES OF AUSTRALIA LTD.,NT,Metal ore mining (080),100000.0,63430.0,63430.0,,,The facility is an eligible facility under 58B.
F0173,2023-24,reformed,Ravensthorpe Nickel Operation,FQM Australia Nickel Pty Ltd,WA,Metal ore mining (080),147510.0,171706.0,147510.0,,,-
F0174,2023-24,reformed,Ravenswood Mine,RAVENSWOOD GOLD PTY LTD,QLD,Metal ore mining (080),269728.0,137227.0,137227.0,,,-
F0175,2023-24,reformed,Ravensworth Operations,RAVENSWORTH OPERATIONS PTY LIMITED,NSW,Coal mining (060),287954.0,326604.0,287954.0,,,-
F0176,2023-24,reformed,Refinery Qld Lytton,Ampol Limited,QLD,Petroleum and coal product manufacturing (170),659208.0,716979.0,659208.0,,,-
F0178,2023-24,reformed,Rio Tinto Weipa,RTA WEIPA PTY LTD,QLD,Metal ore mining (080),256438.0,270463.0,256438.0,,,-
F0179,2023-24,reformed,Rio Tinto Yarwun,RTA Yarwun Pty Ltd,QLD,Basic non-ferrous metal manufacturing (213),1943147.0,2114101.0,1943147.0,,,-
F0180,2023-24,reformed,Rolleston Coal Mine,ROLLESTON COAL HOLDINGS PTY LIMITED,QLD,Coal mining (060),164679.0,173698.0,164679.0,,,-
F0181,2023-24,reformed,Roma Hub,Santos Limited,QLD,Oil and gas extraction (070),150920.0,129375.0,129375.0,,,-
F0182,2023-24,reformed,Roy Hill Mine,Roy Hill Holdings Pty Ltd,WA,Metal ore mining (080),470949.0,516539.0,470949.0,,,-
F0183,2023-24,reformed,Russell Vale Colliery,WOLLONGONG RESOURCES PTY. LTD.,NSW,Coal mining (060),110000.0,335908.0,110000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0184,2023-24,reformed,Saraji Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),311441.0,353611.0,311441.0,,,-
F0185,2023-24,reformed,Savage River Mine,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,Metal ore mining (080),100000.0,119158.0,119158.0,,119158.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0186,2023-24,reformed,Sewerage West,Melbourne Water Corporation,VIC,"Water supply, sewerage and drainage services (281)",134661.0,143515.0,134661.0,,,-
F0187,2023-24,reformed,SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),ONESTEEL MANUFACTURING PTY LIMITED,SA,Metal ore mining (080),100000.0,127129.0,127129.0,,,Please refer to the excess emissions situation table for more information.
F0188,2023-24,reformed,Sino Iron Project – Cape Preston,CITIC Pacific Mining Management Pty Ltd,WA,Metal ore mining (080),1091911.0,1111621.0,1091911.0,,,-
F0253,2023-24,reformed,Sojitz Gregory Crinum Mine,SOJITZ DEVELOPMENT PTY LTD,QLD,Coal mining (060),102951.0,65978.0,60296.0,,302951.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0189,2023-24,reformed,Solomon Mine,FMG SOLOMON PTY LTD,WA,Metal ore mining (080),390033.0,452137.0,390033.0,,,-
F0190,2023-24,reformed,Solomon Power Station,FMG SOLOMON PTY LTD,WA,Electricity generation (261),366608.0,316859.0,316859.0,,,-
F0191,2023-24,reformed,South Walker Creek,STANMORE RESOURCES LIMITED,QLD,Coal mining (060),382706.0,474299.0,305260.0,,1009498.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0192,2023-24,reformed,South West Queensland Pipeline,APA (SWQP) PTY LIMITED,QLD; SA,Pipeline and other transport (502),130235.0,127602.0,127602.0,,,-
F0193,2023-24,reformed,South West Synthetic Rutile Operations,Iluka Resources Limited,WA,Metal ore mining (080),198049.0,216480.0,198049.0,,,-
F0194,2023-24,reformed,Spring Gully Reedy Creek Combabula,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,Oil and gas extraction (070),386244.0,310794.0,310794.0,,,"The responsible emitter was required to relinquish units, which they did via relinquishing 6,311 SMCs."
F0195,2023-24,reformed,Start up and Operations of the Ichthys LNG Project,INPEX Operations Australia Pty Ltd,NT,Oil and gas extraction (070),7467861.0,6698961.0,6698961.0,,,-
F0196,2023-24,reformed,Sunrise Dam,AngloGold Ashanti Australia Limited,WA,Metal ore mining (080),146998.0,165796.0,146998.0,,,-
F0197,2023-24,reformed,TAHMOOR COAL MINE,TAHMOOR COAL PTY LTD,NSW,Coal mining (060),1354765.0,1084992.0,1084992.0,,,-
F0198,2023-24,reformed,Telfer Gold Mine,Newcrest Mining Limited,WA,Metal ore mining (080),291043.0,353943.0,291043.0,,,-
F0200,2023-24,reformed,Thunderbox Operations,NORTHERN STAR (THUNDERBOX) PTY LTD,WA,Metal ore mining (080),170892.0,174100.0,170892.0,,,-
F0201,2023-24,reformed,Tom Price Mine / WTS,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),161334.0,183325.0,161334.0,,,-
F0202,2023-24,reformed,Tomago Aluminium Smelter,TOMAGO ALUMINIUM COMPANY PTY LTD,NSW,Basic non-ferrous metal manufacturing (213),1102992.0,1159663.0,1102992.0,,,-
F0203,2023-24,reformed,Tropicana Gold Mine,AngloGold Ashanti Australia Limited,WA,Metal ore mining (080),290437.0,306196.0,290437.0,,,-
F0204,2023-24,reformed,TT-Line - Victorian Operation,TT-Line Company Pty. Ltd.,VIC,Water passenger transport (482),125468.0,165384.0,125468.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0205,2023-24,reformed,United Coal Mine,UNITED COLLIERIES PTY LTD,NSW,Coal mining (060),190293.0,433266.0,190293.0,,,-
F0206,2023-24,reformed,V/Line,V/Line Corporation,VIC,Rail passenger transport (472),159585.0,138625.0,138625.0,,,-
F0208,2023-24,reformed,Varanus Hub,Santos Limited,WA,Oil and gas extraction (070),237234.0,281036.0,237234.0,,,-
F0209,2023-24,reformed,Vincent Project Venture,Woodside Energy Ltd.,WA,Oil and gas extraction (070),263351.0,280795.0,263350.0,,,-
F0210,2023-24,reformed,Virgin Australia Holdings National Transport Facility,VIRGIN AUSTRALIA HOLDINGS LIMITED,National,Air and space transport (490),2170511.0,2103081.0,2103081.0,,,-
F0212,2023-24,reformed,Wagerup Alumina Refinery,Alcoa of Australia Limited,WA,Basic non-ferrous metal manufacturing (213),1280185.0,1343954.0,1280185.0,,,-
F0213,2023-24,reformed,Wambo Coal Mine,WAMBO COAL PTY LIMITED,NSW,Coal mining (060),244508.0,162094.0,162094.0,,,-
F0214,2023-24,reformed,Warkworth Mine,Warkworth Mining Ltd,NSW,Coal mining (060),795576.0,966843.0,795576.0,,,-
F0215,2023-24,reformed,West Angelas Mine,Robe River Mining Co. Pty. Ltd.,WA,Metal ore mining (080),208498.0,265099.0,208498.0,,,-
F0254,2023-24,reformed,Western Australia,Alliance Aviation Services Limited,WA,Air and space transport (490),100000.0,110489.0,100000.0,,,-
F0217,2023-24,reformed,Western Port Works,BlueScope Steel Limited,VIC,Basic ferrous metal manufacturing (211),100000.0,107642.0,100000.0,,,-
F0218,2023-24,reformed,Wheatstone Operations,CHEVRON AUSTRALIA PTY LTD,WA,Oil and gas extraction (070),4299587.0,4065836.0,4065836.0,,,-
F0219,2023-24,reformed,Wilpinjong Coal Mine,WILPINJONG COAL PTY LTD,NSW,Coal mining (060),148354.0,162960.0,148354.0,,,-
F0255,2023-24,reformed,Wodgina Operations,MARBL Lithium Operations Pty Ltd,WA,Metal ore mining (080),150054.0,166859.0,150054.0,,,-
F0222,2023-24,reformed,WOR01,South32 Worsley Alumina Pty Ltd,WA,Basic non-ferrous metal manufacturing (213),3295004.0,3177815.0,3177815.0,,,-
F0223,2023-24,reformed,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),100000.0,107160.0,100000.0,,,-
F0224,2023-24,reformed,Yandicoogina Mine,Hamersley Iron - Yandi Pty Limited,WA,Metal ore mining (080),141890.0,151438.0,141890.0,,,-
F0225,2023-24,reformed,Yarnima Power Station,BHP IRON ORE PTY LTD,WA,Electricity generation (261),328998.0,347643.0,328998.0,,,-
F0226,2023-24,reformed,Yarrabee Coal Mine (Open Cut),YARRABEE COAL COMPANY PTY. LTD.,QLD,Coal mining (060),136622.0,183931.0,136622.0,,,"Please refer to the excess emissions situation table for more information. As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0227,2023-24,reformed,Yarwun Nitrates,ORICA AUSTRALIA PTY LTD,QLD,Other basic chemical product manufacturing (189),300013.0,377339.0,377339.0,,377339.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0228,2023-24,reformed,YPF AMMONIA PLANT,Yara Pilbara Fertilisers Pty Ltd,WA,Fertiliser and pesticide manufacturing (183),1356400.0,1366029.0,1356400.0,,,-
F0001,2024-25,reformed,2. Solid Waste Services - MRL,Cleanaway Waste Management Limited,VIC,"Waste treatment, disposal and remediation services (292)",377924.0,197276.0,377447.0,,,The facility is covered by a landfill baseline.
F0002,2024-25,reformed,Angaston Operations,ADBRI LIMITED,SA,"Cement, lime, plaster and concrete product manufacturing (203)",100000.0,91255.0,91255.0,,,The facility is an eligible facility under 58B.
F0003,2024-25,reformed,APLNG Facility,CONOCOPHILLIPS AUSTRALIA OPERATIONS PTY LTD,QLD,Oil and gas extraction (070),2059639.0,2206497.0,2059639.0,,,-
F0004,2024-25,reformed,APN01 Appin Colliery - ICH Facility,ENDEAVOUR COAL PTY LIMITED,NSW,Coal mining (060),2305451.0,2359680.0,2305451.0,,,-
F0005,2024-25,reformed,APU01 Pyrenees - AOA Facility,WOODSIDE ENERGY GLOBAL PTY LTD,WA,Oil and gas extraction (070),132862.0,144213.0,132861.0,,,-
F0006,2024-25,reformed,ARC01 Mining Area C - MNG Facility,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),757811.0,587292.0,587292.0,,,-
F0007,2024-25,reformed,Arcadia,Santos Limited,QLD,Oil and gas extraction (070),144203.0,134510.0,134510.0,,,-
F0008,2024-25,reformed,Arrow Surat Operations,Arrow Energy Holdings Pty Ltd,QLD,Oil and gas extraction (070),185665.0,179006.0,179006.0,,,-
F0009,2024-25,reformed,Ashton Coal Mine (Underground),ASHTON COAL OPERATIONS PTY LIMITED,NSW,Coal mining (060),194109.0,682780.0,194109.0,,,"As the facility surrendered 30% or more of its baseline in ACCUs, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0010,2024-25,reformed,Aurizon National Transport Facility,AURIZON OPERATIONS LIMITED,National,Rail freight transport (471),574103.0,658557.0,574103.0,,,-
F0011,2024-25,reformed,AusNet Gas Services Pty Ltd,AusNet Services Holdings Pty Ltd,VIC,Gas supply (270),180601.0,187314.0,180601.0,,,-
F0012,2024-25,reformed,Australian Gas Networks (Vic) Pty Ltd,Australian Gas Networks Holding Pty Ltd,VIC,Gas supply (270),110234.0,111347.0,110234.0,,,-
F0013,2024-25,reformed,Ballera,Santos Limited,QLD,Oil and gas extraction (070),104065.0,149747.0,104065.0,,,-
F0014,2024-25,reformed,Baralaba Coal Mine,BARALABA COAL COMPANY PTY LTD ,QLD,Coal mining (060),122977.0,133263.0,122977.0,,,-
